,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Temp,Wind Speed
372,Westerville,90,US,1514063700,95,40.13,-82.93,0.91,4.6
373,Itarema,48,BR,1514065694,74,-2.92,-39.92,27.49,6.74
374,Timon,20,BR,1514062800,65,-5.1,-42.84,28.0,9.3
375,Luanda,0,AO,1514062800,73,-8.83,13.24,25.0,4.1
376,Oneonta,92,US,1514065696,97,42.45,-75.06,5.22,2.59
377,Aksarka,92,RU,1514065696,92,66.56,67.8,-8.66,3.99
378,Santa Isabel do Rio Negro,8,BR,1514065696,71,-0.41,-65.02,29.32,2.81
379,Damghan,0,IR,1514065697,85,36.17,54.34,2.09,0.39
380,Anloga,20,GH,1514062800,64,5.79,0.9,24.0,1.0
381,Hornepayne,44,CA,1514065698,51,49.22,-84.78,-13.56,2.61
382,El Cobre,40,CU,1514062200,58,20.05,-75.95,28.0,3.1
383,Varnavino,88,RU,1514065699,87,61.19,46.56,-5.56,4.26
384,Leshukonskoye,88,RU,1514065699,87,64.9,45.76,-5.04,1.71
385,Putyatino,88,RU,1514065700,93,54.16,41.12,-5.26,4.31
386,Nikolskoye,90,RU,1514062800,92,59.7,30.79,1.0,6.0
387,Floro,88,NO,1514064000,81,61.6,5.03,6.0,7.2
388,Marsh Harbour,0,BS,1514065701,100,26.54,-77.06,24.34,3.49
389,Uthal,0,PK,1514065702,58,25.81,66.62,12.07,2.46
390,Zhanaozen,92,KZ,1514065702,95,43.35,52.85,3.29,5.49
391,Alcaniz,0,ES,1514065702,77,41.05,-0.13,-2.19,1.01
392,Ellisras,44,ZA,1514065703,97,-23.67,27.74,20.09,1.46
393,Conde,64,BR,1514065703,80,-11.81,-37.61,26.37,3.91
394,Stromness,75,CA,1514064960,100,42.87,-79.55,0.0,2.6
395,Macapa,40,BR,1514062800,66,0.05,-51.07,30.0,6.2
396,Waldoboro,90,US,1514063520,100,44.1,-69.38,0.69,5.1
397,Pitimbu,20,BR,1514062800,74,-7.47,-34.81,27.0,4.6
398,Astana,75,KZ,1514062800,79,51.13,71.43,-7.0,6.0
399,Bereda,20,ES,1514064600,100,43.27,-7.54,5.0,1.5
400,Gazanjyk,64,TM,1514065707,81,39.24,55.52,4.94,1.39
401,Lubana,0,CD,1514065707,90,0.23,29.1,16.04,0.99
402,Wamba,12,CD,1514065708,86,2.14,27.99,21.24,0.84
403,George,8,NG,1514062800,69,6.63,3.35,24.0,1.0
404,Dosso,0,NE,1514065710,28,13.05,3.19,21.69,5.26
405,Alenquer,20,BR,1514062800,62,-1.95,-54.74,31.0,3.6
406,Khash,0,IR,1514065710,74,28.22,61.21,2.09,1.14
407,San Cristobal,40,EC,1514062800,40,-0.39,-78.55,21.0,8.2
408,Dodola,0,BF,1514065711,32,10.12,-3.28,20.79,3.41
409,Omidiyeh,0,IR,1514062800,82,30.76,49.7,16.0,3.1
410,Bouca,0,CF,1514065713,79,6.51,18.28,21.89,1.34
411,Espirito Santo do Pinhal,0,BR,1514062800,83,-22.12,-46.68,24.0,2.1
412,Kharp,92,RU,1514065714,85,66.82,65.8,-10.06,2.69
413,Muros,0,ES,1514064600,93,42.77,-9.06,7.0,3.1
414,Zhukovka,90,RU,1514062800,92,55.51,37.29,-2.65,5.0
415,Zvishavane,68,ZW,1514065715,98,-20.32,30.05,19.37,1.34
416,Skibbereen,90,IE,1514062800,100,51.55,-9.27,10.0,7.2
417,Nkhata Bay,68,MW,1514065716,92,-11.61,34.3,23.44,0.84
418,Mizdah,44,LY,1514065716,97,31.45,12.98,8.34,3.74
419,Corbelia,92,BR,1514065717,100,-24.8,-53.31,21.87,5.04
420,Aquidauana,12,BR,1514065718,71,-20.47,-55.78,28.74,5.66
421,Sept-Iles,90,CA,1514064900,85,50.2,-66.38,-12.0,7.7
422,Bud,92,NO,1514064000,93,62.91,6.91,3.42,7.2
423,Nikolsk,88,RU,1514065720,87,59.53,45.45,-6.29,3.39
424,Klaksvik,76,FO,1514064000,80,62.23,-6.59,5.0,7.2
425,Mezen,88,RU,1514065721,87,65.85,44.24,-5.51,1.89
426,Humberto de Campos,76,BR,1514065721,92,-2.6,-43.46,27.47,6.46
427,Hennebont,90,FR,1514064600,100,47.81,-3.27,9.44,1.5
428,Sao Jose da Coroa Grande,92,BR,1514065722,100,-8.9,-35.15,24.57,3.06
429,Takoradi,0,GH,1514065722,100,4.89,-1.75,26.34,3.19
430,Grand Gaube,20,MU,1514062800,88,-20.01,57.66,24.0,3.1
431,Roald,75,NO,1514064000,93,62.58,6.12,3.97,8.2
432,Draguignan,8,FR,1514064600,93,43.54,6.46,4.54,0.81
433,Kamina,92,CD,1514065724,92,-8.74,25.0,20.79,1.91
434,Koszeg,0,HU,1514065725,81,47.39,16.54,3.84,4.09
435,Ancud,64,CL,1514065725,62,-41.87,-73.83,14.32,2.61
436,Inhambane,36,MZ,1514065726,92,-23.87,35.38,25.99,4.71
437,Dubrovnik,0,HR,1514064600,42,42.65,18.09,9.1,5.7
438,Juybar,75,IR,1514062800,100,36.64,52.91,10.0,3.1
439,Balangir,0,IN,1514065728,81,20.7,83.49,12.74,1.39
440,Sartana,8,UA,1514065728,88,47.17,37.7,-6.76,2.96
441,Gornopravdinsk,92,RU,1514065729,78,60.06,69.92,-8.14,4.31
442,Nuuk,24,GL,1514062200,85,64.17,-51.74,-5.0,2.1
443,Bonfim,0,BR,1514062800,45,-20.33,-44.24,29.0,4.1
444,Aasiaat,64,GL,1514065730,100,68.71,-52.87,-7.46,4.21
445,Antofagasta,20,CL,1514062800,60,-23.65,-70.4,22.0,6.2
446,Margate,20,AU,1514062800,43,-43.03,147.26,13.0,8.2
447,Donskoye,90,RU,1514062800,100,45.45,41.98,-3.0,2.0
448,Kindu,88,CD,1514065732,100,-2.95,25.92,20.32,0.81
449,Kitgum,0,UG,1514065732,48,3.3,32.88,18.22,2.29
450,Baran,0,IN,1514065733,80,25.1,76.52,9.22,1.24
451,Khanapur,0,IN,1514065733,74,15.64,74.51,15.04,1.59
452,Skelleftea,0,SE,1514064000,73,64.75,20.95,-4.0,5.1
453,Sorland,75,NO,1514064000,59,67.67,12.69,2.0,8.7
454,Umm Kaddadah,0,SD,1514065735,41,13.6,26.69,16.59,2.36
455,Saint-Raymond,90,CA,1514062800,92,46.89,-71.84,-6.52,2.1
456,Tripoli,20,GR,1514062200,56,37.51,22.37,5.0,2.6
457,Bluefields,75,NI,1514062800,78,12.01,-83.77,28.0,3.1
458,Virginia Beach,75,US,1514064000,63,36.85,-75.98,19.75,6.2
459,Neuquen,0,AR,1514062800,53,-38.95,-68.06,23.0,1.5
460,Senanga,32,ZM,1514065738,96,-16.1,23.3,19.84,1.81
461,Trapani,20,IT,1514064000,54,38.02,12.54,13.0,10.3
462,Zhanakorgan,92,KZ,1514065739,87,43.91,67.25,4.57,4.51
463,Abu Samrah,64,SY,1514065740,71,35.3,37.18,15.09,8.19
464,Agadez,24,NE,1514065740,30,16.97,7.99,19.24,5.86
465,Sambava,76,MG,1514065741,100,-14.27,50.17,25.22,1.91
466,Gelemso,0,ET,1514065741,77,8.81,40.52,2.74,1.24
467,Pushkino,90,RU,1514062800,86,56.01,37.85,-2.69,6.0
468,Slavonski Brod,0,HR,1514064600,80,45.17,18.01,4.0,1.0
469,Alekseyevskaya,76,RU,1514065742,96,45.77,40.15,-2.16,1.26
470,Uruzgan,0,AF,1514065743,63,32.93,66.63,-12.69,0.81
471,Morant Bay,20,JM,1514062800,58,17.88,-76.41,31.0,2.1
472,Yazman,44,SY,1514065744,87,36.74,38.46,7.64,2.01
473,Boende,12,CD,1514065745,93,-0.28,20.88,23.64,1.21
474,Inga,20,EC,1514062800,29,-2.52,-78.88,25.0,4.1
475,Domazlice,90,CZ,1514064900,81,49.44,12.93,7.0,4.6
476,Fort-Shevchenko,80,KZ,1514065746,100,44.51,50.26,1.87,6.01
477,Siuna,92,NI,1514065747,99,13.73,-84.78,23.57,1.96
478,Luebo,68,CD,1514065747,100,-5.35,21.42,20.74,0.94
479,Saint-Francois,90,FR,1514064600,87,46.42,3.91,7.0,1.5
480,Elliot Lake,90,CA,1514064240,73,46.37,-82.65,-3.0,8.2
481,Boa Vista,40,BR,1514062800,58,2.82,-60.67,31.0,7.2
482,Pedernales,36,EC,1514065750,72,0.07,-80.05,27.57,3.59
483,Pimenteiras,32,BR,1514065750,98,-6.24,-41.42,22.14,3.29
484,Miragoane,0,HT,1514065750,93,18.44,-73.09,27.94,1.89
485,Wajid,0,SO,1514065751,43,3.81,43.25,21.24,3.49
486,Tabas,0,IR,1514065752,77,33.6,56.92,6.22,1.11
487,Matagami,0,NG,1514065752,45,9.67,8.4,20.24,2.74
488,Sokyryany,56,UA,1514065752,86,48.45,27.42,-3.16,3.99
489,Bizhbulyak,68,RU,1514065753,90,53.69,54.27,-8.54,3.46
490,Shelburne,1,CA,1514062800,80,44.08,-80.2,-0.32,4.1
491,San Juan,40,PR,1514063100,61,18.47,-66.12,27.0,7.7
492,Kazaki,64,RU,1514065755,92,52.62,38.27,-5.71,4.04
493,Upington,0,ZA,1514062800,14,-28.46,21.24,22.0,3.1
494,Opuwo,80,NA,1514065756,88,-18.06,13.84,17.64,1.49
495,Naters,0,CH,1514064000,92,46.32,7.99,-2.39,2.6
496,Timbuktu,0,ML,1514065756,40,16.77,-3.01,13.32,4.64
497,Abu Dhabi,20,AE,1514062800,94,24.47,54.37,21.04,2.04
498,Orocue,8,CO,1514065757,33,4.79,-71.34,35.29,6.69
499,Santa Maria,92,BR,1514065758,100,-29.69,-53.81,20.54,2.51
500,Parkhill,40,GB,1514064000,87,54.73,-1.52,10.5,6.7
501,Rio Cuarto,0,AR,1514062800,40,-33.13,-64.35,23.0,8.2
502,Sinnamary,92,GF,1514065760,100,5.38,-52.96,25.12,3.31
503,Gerash,0,IR,1514062800,62,27.67,54.14,12.0,1.04
504,Pemba,24,MZ,1514065761,95,-12.97,40.52,29.69,10.31
505,Wawa,0,NG,1514065761,43,9.9,4.41,23.22,3.51
506,Mitsamiouli,8,KM,1514065762,93,-11.38,43.28,28.72,6.41
507,Elblag,90,PL,1514064600,93,54.15,19.41,8.0,18.5
508,Cap Malheureux,20,MU,1514062800,88,-19.98,57.61,24.0,3.1
509,Kirkwall,75,GB,1514064000,87,58.98,-2.96,8.56,3.1
510,Malartic,90,CA,1514063760,85,48.14,-78.13,-8.5,2.1
511,Taltal,0,CL,1514065764,46,-25.41,-70.49,22.29,2.24
512,Ayagoz,20,KZ,1514065765,53,47.96,80.43,-24.16,1.49
513,Kristiansund,92,NO,1514064000,93,63.12,7.73,2.55,5.7
514,Kastamonu,92,TR,1514065765,92,41.38,33.78,-3.66,1.14
515,Cobija,40,BR,1514062800,74,-11.02,-68.77,30.0,4.1
516,Nokaneng,64,BW,1514065766,89,-19.66,22.19,22.97,1.36
517,Dolores,76,AR,1514065767,49,-36.31,-57.68,20.04,7.51
518,Saint-Louis,90,CH,1514064600,87,47.59,7.56,4.86,3.1
519,Ermelo,90,NL,1514064300,100,52.3,5.62,8.0,7.2
520,Oeiras,8,BR,1514065768,60,-7.01,-42.13,29.09,1.44
521,Riberalta,75,BO,1514062800,62,-11.0,-66.08,32.0,3.1
522,Atbasar,92,KZ,1514065769,86,51.81,68.36,-10.36,3.19
523,Gomfoi,0,GR,1514065770,68,39.46,21.69,-3.46,1.71
524,Badulla,92,LK,1514065770,96,6.99,81.06,18.39,0.34
525,Vangaindrano,88,MG,1514065771,100,-23.35,47.6,20.59,1.11
526,Ostersund,0,SE,1514064000,79,63.18,14.64,-2.0,5.1
527,Kulhudhuffushi,92,MV,1514065772,100,6.62,73.07,27.82,4.51
528,Charleston,90,US,1514062440,87,38.35,-81.63,6.0,4.1
529,Aras,0,YE,1514065773,67,14.28,44.38,-1.19,1.44
530,Oudtshoorn,12,ZA,1514062800,82,-33.59,22.2,18.0,1.0
